SectorID,ItemID,Sector name,Lettername,Item name,Loot tier,Total drops recorded,High surv drop chance,High surv tier proc chance,High surv drop chance (within tier),Overall drop chance (within tier),Poor min,Poor avg,Poor max,Normal min,Normal avg,Normal max,Optimal min,Optimal avg,Optimal max,Poor drops recorded,Normal drops recorded,Optimal drops recorded
5,12928,Deep-sea site 3,E,Empty Crystal,T2,20770,4.46%,37.51%,11.89%,12.88%,5,7.029585798816568,10,10,12.735483870967743,15,15,17.757519643661478,20,169,620,19981
5,5716,Deep-sea site 3,E,Quickarm Materia III,T2,30396,7.23%,37.51%,19.27%,18.86%,5,7.851449275362318,10,10,12.528888888888888,15,15,17.56362080766598,20,276,900,29220
5,5676,Deep-sea site 3,E,Savage Might Materia III,T2,24567,6.71%,37.51%,17.88%,15.24%,5,7.454901960784314,10,10,12.762349799732977,15,15,17.735220472775115,20,255,749,23563
5,21921,Deep-sea site 3,E,Aurelia Polyp,T3,989,11.00%,23.84%,46.13%,46.13%,1,1,1,1,1,1,1,1,1,382,52,555
5,10099,Deep-sea site 3,E,Unaspected Crystal,T3,1155,12.84%,23.84%,53.87%,53.87%,1,2.886,5,5,7.333333333333333,10,10,12.32945091514143,15,500,54,601
6,11,The Southern Rimilala Trench,F,Earth Crystal,T1,15532,6.76%,52.02%,12.99%,13.46%,25,27.595588235294116,30,30,32.271028037383175,35,35,37.31714759535655,40,136,321,15075
6,5118,The Southern Rimilala Trench,F,Gold Ore,T1,9660,8.19%,52.02%,15.74%,8.37%,10,12.325581395348838,15,15,15.994652406417112,20,20,20.95968175465004,25,172,187,9301
6,9,The Southern Rimilala Trench,F,Ice Crystal,T1,26162,9.01%,52.02%,17.31%,22.68%,25,27.485294117647058,30,30,32.68711656441718,35,35,37.57234284816836,40,204,489,25469
6,5630,The Southern Rimilala Trench,F,Piety Materia II,T1,18877,11.07%,52.02%,21.28%,16.36%,5,7.517241379310345,10,10,13.084507042253522,15,15,18.26763258611263,20,232,355,18290
6,5720,The Southern Rimilala Trench,F,Quicktongue Materia II,T1,22589,8.02%,52.02%,15.41%,19.58%,5,7.285714285714286,10,10,12.735555555555555,15,15,17.835048260790384,20,175,450,21964
6,12224,The Southern Rimilala Trench,F,Vivianite,T1,22542,8.98%,52.02%,17.27%,19.54%,20,25.537974683544302,30,30,34.66990291262136,40,40,44.67071727653377,50,158,412,21972
6,12923,The Southern Rimilala Trench,F,Bamboo Weave,T2,10064,6.91%,30.90%,22.36%,23.06%,1,3.16260162601626,5,5,7.485714285714286,10,10,12.631886135572394,15,123,175,9766
6,12227,The Southern Rimilala Trench,F,Deep-green Crystal,T2,5185,5.32%,30.90%,17.23%,11.88%,1,1,1,2,2.9545454545454546,5,5,7.1684400722746435,10,116,88,4981
6,12928,The Southern Rimilala Trench,F,Empty Crystal,T2,5127,3.75%,30.90%,12.14%,11.75%,5,7.674418604651163,10,11,12.977011494252874,15,15,18.025433992733145,20,86,87,4954
6,5631,The Southern Rimilala Trench,F,Piety Materia III,T2,10717,6.19%,30.90%,20.02%,24.55%,5,7.916030534351145,10,10,12.604255319148937,15,15,17.747657231185393,20,131,235,10351
6,5120,The Southern Rimilala Trench,F,Platinum Ore,T2,8040,3.69%,30.90%,11.95%,18.42%,10,12.573170731707316,15,15,17.38372093023256,20,20,22.140765476496277,25,82,172,7786
6,5721,The Southern Rimilala Trench,F,Quicktongue Materia III,T2,4515,5.03%,30.90%,16.29%,10.34%,5,7.978947368421053,10,10,12.536082474226804,15,15,17.566967383761277,20,95,97,4323
6,22441,The Southern Rimilala Trench,F,Crimson Coral,T3,601,7.00%,17.08%,41.00%,41.00%,1,1,1,2,2,2,3,3,3,145,11,445
6,10099,The Southern Rimilala Trench,F,Unaspected Crystal,T3,865,10.08%,17.08%,59.00%,59.00%,1,2.6485148514851486,5,5,7.076923076923077,9,10,12.318461538461538,15,202,13,650
7,12923,The Umbrella Narrow,G,Bamboo Weave,T1,33652,2.81%,36.97%,7.61%,14.51%,1,2.859154929577465,5,5,7.562707051585424,10,10,12.557432556770086,15,142,6339,27171
7,12586,The Umbrella Narrow,G,Birch Branch,T1,28555,4.31%,36.97%,11.67%,12.31%,10,12.32258064516129,15,15,17.241288378225654,20,20,22.23005203816132,25,186,5309,23060
7,5710,The Umbrella Narrow,G,Craftsman's Command Materia II,T1,28044,3.44%,36.97%,9.31%,12.09%,5,7.16,10,10,12.44338051623647,15,15,17.441229969683846,20,150,4804,23090
7,5705,The Umbrella Narrow,G,Craftsman's Cunning Materia II,T1,30503,5.94%,36.97%,16.05%,13.15%,5,7.671586715867159,10,10,13.174948044587191,15,15,18.122298408115803,20,271,5293,24939
7,12229,The Umbrella Narrow,G,Deep-blue Crystal,T1,22946,5.89%,36.97%,15.93%,9.90%,1,1,1,2,2.891978346456693,5,5,6.837689871719178,10,251,4064,18631
7,12220,The Umbrella Narrow,G,Red Moko Grass,T1,36203,5.97%,36.97%,16.14%,15.61%,20,24.50194552529183,30,30,35.78568078786931,40,50,55.784121290060575,60,257,6397,29549
7,13,The Umbrella Narrow,G,Water Crystal,T1,26987,4.70%,36.97%,12.70%,11.64%,25,28.088785046728972,30,30,32.50318852132324,35,35,37.49721903010802,40,214,5018,21755
7,10,The Umbrella Narrow,G,Wind Crystal,T1,24995,3.92%,36.97%,10.59%,10.78%,25,27.38888888888889,30,30,31.713985524165306,35,35,36.72525547445255,40,162,4283,20550
7,12924,The Umbrella Narrow,G,Balsa Wood Scrap,T2,27157,7.45%,39.83%,18.70%,21.66%,1,3.2885906040268456,5,5,7.830601092896175,10,10,12.813250517598343,15,298,5124,21735
7,5711,The Umbrella Narrow,G,Craftsman's Command Materia III,T2,35266,8.63%,39.83%,21.66%,28.13%,5,7.302469135802469,10,10,12.520177315805563,15,15,17.530809859154928,20,324,6542,28400
7,5706,The Umbrella Narrow,G,Craftsman's Cunning Materia III,T2,20579,8.18%,39.83%,20.55%,16.41%,5,7.206779661016949,10,10,12.111487366501693,15,15,17.071632715110976,20,295,3839,16445
7,12585,The Umbrella Narrow,G,Dark Chestnut Branch,T2,21657,6.91%,39.83%,17.36%,17.27%,10,12.37246963562753,15,15,17.085771442860715,20,20,22.06180001148699,25,247,3999,17411
7,12928,The Umbrella Narrow,G,Empty Crystal,T2,20715,8.66%,39.83%,21.74%,16.52%,5,7.423880597014925,10,10,12.214058355437666,15,15,17.1844671884407,20,335,3770,16610
7,21921,The Umbrella Narrow,G,Aurelia Polyp,T3,816,12.48%,23.19%,53.83%,53.83%,1,1,1,1,1,1,1,1,1,388,33,395
7,10099,The Umbrella Narrow,G,Unaspected Crystal,T3,700,10.71%,23.19%,46.17%,46.17%,1,2.5728155339805827,5,5,7.125,10,10,12.215258855585832,15,309,24,367
8,12923,Offender's Rot,H,Bamboo Weave,T1,29417,8.56%,54.21%,15.79%,14.36%,1,3.4038929440389296,5,5,7.349810462471569,10,10,12.399357458390968,15,411,6595,22411
8,12225,Offender's Rot,H,Deep-red Crystal,T1,35265,7.98%,54.21%,14.72%,17.21%,1,1,1,2,3.528697457187338,5,5,7.459619717753093,10,333,9635,25297
8,12,Offender's Rot,H,Lightning Crystal,T1,34858,9.90%,54.21%,18.25%,17.01%,25,27.81389578163772,30,30,32.182084607543324,35,35,37.196113804637875,40,403,7848,26607
8,5671,Offender's Rot,H,Savage Aim Materia III,T1,36356,8.67%,54.21%,16.00%,17.74%,5,7.435135135135135,10,10,12.620029455081001,15,15,17.64160500035922,20,370,8148,27838
8,5676,Offender's Rot,H,Savage Might Materia III,T1,34949,11.94%,54.21%,22.03%,17.06%,5,7.51434034416826,10,10,12.540146761671807,15,15,17.47700115893378,20,523,9403,25023
8,13,Offender's Rot,H,Water Crystal,T1,34060,7.15%,54.21%,13.20%,16.62%,25,26.583870967741934,30,30,32.410647204035634,35,35,37.403388859329596,40,310,9317,24433
8,12924,Offender's Rot,H,Balsa Wood Scrap,T2,8830,5.29%,30.91%,17.11%,11.91%,1,3.018099547511312,5,5,7.641821946169772,10,10,12.566721581548599,15,221,1932,6677
8,12586,Offender's Rot,H,Birch Branch,T2,18147,7.40%,30.91%,23.93%,24.49%,20,22.725978647686834,25,30,33.36020838501612,35,40,43.28261655222262,45,281,4031,13835
8,12585,Offender's Rot,H,Dark Chestnut Branch,T2,18325,7.50%,30.91%,24.27%,24.73%,20,21.964169381107492,25,30,32.37730358874879,35,40,42.39427090830574,45,307,4124,13894
8,12928,Offender's Rot,H,Empty Crystal,T2,9595,3.43%,30.91%,11.11%,12.95%,5,7.548780487804878,10,10,12.026951672862454,15,15,17.020195081742,20,164,2152,7279
8,7590,Offender's Rot,H,Scarlet Sap,T2,19216,7.29%,30.91%,23.58%,25.93%,20,22.54193548387097,25,30,32.4934164934165,35,40,42.47122178774782,45,310,4329,14577
8,12920,Offender's Rot,H,Red Clay,T3,988,7.05%,14.88%,47.41%,47.41%,5,7.357142857142857,10,10,12.387096774193548,15,15,17.62266500622665,20,154,31,803
8,10099,Offender's Rot,H,Unaspected Crystal,T3,1096,7.82%,14.88%,52.59%,52.59%,1,2.946768060836502,5,5,7.444444444444445,10,10,12.405269761606023,15,263,36,797
9,12923,Neolith Island,I,Bamboo Weave,T1,27960,5.49%,38.78%,14.16%,3.56%,1,3.310810810810811,5,5,7.257695919858082,10,10,12.371358597576695,15,1036,19166,7758
9,12225,Neolith Island,I,Deep-red Crystal,T1,228270,5.39%,38.78%,13.91%,29.09%,1,1,1,2,3.4402697964351807,5,5,7.32760446625846,10,1185,41068,186017
9,8,Neolith Island,I,Fire Crystal,T1,37055,6.16%,38.78%,15.88%,4.72%,25,27.787077826725405,30,30,32.39355389367582,35,35,37.489764631616914,40,1362,24604,11089
9,9,Neolith Island,I,Ice Crystal,T1,220897,6.62%,38.78%,17.06%,28.15%,25,26.67817896389325,30,30,32.39979143907041,35,35,37.36199100068582,40,1274,40276,179347
9,5716,Neolith Island,I,Quickarm Materia III,T1,37347,6.37%,38.78%,16.43%,4.76%,5,7.438661710037175,10,10,12.706658763090298,15,15,17.631485463213984,20,1345,25305,10697
9,5671,Neolith Island,I,Savage Aim Materia III,T1,233131,8.75%,38.78%,22.57%,29.71%,5,7.4748427672955975,10,10,12.595215715762759,15,15,17.674191073365613,20,1590,42556,188985
9,12924,Neolith Island,I,Balsa Wood Scrap,T2,11423,6.21%,39.77%,15.62%,9.55%,1,3,5,5,7.470131261719796,10,10,12.420887071406103,15,778,7466,3179
9,12928,Neolith Island,I,Empty Crystal,T2,16667,4.67%,39.77%,11.75%,13.93%,5,7.325802615933412,10,10,12.324097703244624,15,15,17.294190358467244,20,841,10972,4854
9,7588,Neolith Island,I,Ferberite,T2,27757,11.29%,39.77%,28.39%,23.19%,20,22.623529411764707,25,30,32.28873315949587,35,40,42.435091802430826,45,1615,18408,7734
9,5118,Neolith Island,I,Gold Ore,T2,32506,10.49%,39.77%,26.37%,27.16%,20,22.61682242990654,25,30,32.734795387745876,35,40,42.759419287936396,45,1712,22115,8679
9,5120,Neolith Island,I,Platinum Ore,T2,31321,7.11%,39.77%,17.87%,26.17%,20,22.121345029239766,25,30,32.4902401026393,35,40,42.28625907245664,45,1368,21824,8129
9,22442,Neolith Island,I,Colossus Slab,T3,1591,7.32%,21.45%,34.12%,34.12%,1,1,1,1,1.4375,2,2,2.4913419913419914,3,619,48,924
9,12920,Neolith Island,I,Red Clay,T3,1678,7.72%,21.45%,35.99%,35.99%,5,8.078697421981005,10,10,13.19672131147541,15,15,18.244318181818183,20,737,61,880
9,10099,Neolith Island,I,Unaspected Crystal,T3,1394,6.41%,21.45%,29.89%,29.89%,1,2.6020583190394513,5,5,6.914893617021277,10,10,11.807591623036648,15,583,47,764
10,5188,Unidentified derelict,J,Diamond,T1,1374845,7.49%,51.40%,14.57%,14.60%,15,17.043715846994534,20,20,21.890320502496376,25,25,27.36843740496409,30,732,6209,1367904
10,5189,Unidentified derelict,J,Emerald,T1,1576366,8.57%,51.40%,16.68%,16.74%,15,17.618181818181817,20,20,22.714451762882604,25,25,27.66910978170437,30,1100,10324,1564942
10,5187,Unidentified derelict,J,Ruby,T1,1919675,10.48%,51.40%,20.39%,20.39%,15,17.499482936918305,20,20,22.537442256260636,25,25,27.05483956404719,30,967,8226,1910482
10,5192,Unidentified derelict,J,Sapphire,T1,1492136,8.15%,51.40%,15.86%,15.85%,15,17.781849912739965,20,20,22.377822045152723,25,25,27.99846024758305,30,573,3012,1488551
10,12544,Unidentified derelict,J,Star Ruby,T1,1798643,9.85%,51.40%,19.16%,19.10%,15,17.77257142857143,20,20,22.8326478513686,25,25,27.568135556874704,30,875,7051,1790717
10,12545,Unidentified derelict,J,Star Sapphire,T1,1255138,6.85%,51.40%,13.33%,13.33%,15,17.50990990990991,20,20,22.27503015681544,25,25,27.64452990448881,30,555,3316,1251267
10,5069,Unidentified derelict,J,Gold Ingot,T2,854203,4.71%,31.89%,14.77%,14.80%,10,12.63551401869159,15,15,17.689119170984455,20,20,22.72136695864471,25,214,386,853603
10,9360,Unidentified derelict,J,Platinum Ingot,T2,1199641,6.64%,31.89%,20.82%,20.79%,10,12.071161048689138,15,15,16.924180327868854,20,20,22.003484067709525,25,267,488,1198886
10,22501,Unidentified derelict,J,Salvaged Bracelet,T2,1085600,6.00%,31.89%,18.80%,18.81%,1,1,1,2,2,2,4,4.572335832493009,5,258,444,1084898
10,22502,Unidentified derelict,J,Salvaged Earring,T2,773746,4.27%,31.89%,13.39%,13.41%,1,1,1,2,2,2,4,4.698205031705201,5,201,328,773217
10,22503,Unidentified derelict,J,Salvaged Necklace,T2,1043527,5.78%,31.89%,18.13%,18.08%,1,1,1,2,2,2,4,4.445072599536107,5,204,410,1042913
10,22500,Unidentified derelict,J,Salvaged Ring,T2,814721,4.49%,31.89%,14.09%,14.12%,1,1,1,2,2,2,4,4.760604895710389,5,159,339,814223
10,22505,Unidentified derelict,J,Extravagant Salvaged Bracelet,T3,577234,3.21%,16.70%,19.23%,19.23%,1,1,1,2,2,2,4,4.534366929543288,5,87,197,576950
10,22506,Unidentified derelict,J,Extravagant Salvaged Earring,T3,1191668,6.63%,16.70%,39.69%,39.69%,1,1,1,2,2,2,4,4.644877507344354,5,201,416,1191051
10,22507,Unidentified derelict,J,Extravagant Salvaged Necklace,T3,617379,3.43%,16.70%,20.57%,20.57%,1,1,1,2,2,2,4,4.687404989644074,5,112,229,617038
10,22504,Unidentified derelict,J,Extravagant Salvaged Ring,T3,615786,3.43%,16.70%,20.51%,20.51%,1,1,1,2,2,2,4,4.437601243929426,5,93,224,615469
11,12923,The Cobalt Shoals,K,Bamboo Weave,T1,42104,2.57%,35.18%,7.31%,5.21%,1,3.0594533029612756,5,5,7.608498068620768,10,10,12.537687989673701,15,4390,4401,33313
11,12586,The Cobalt Shoals,K,Birch Branch,T1,30814,4.90%,35.18%,13.92%,3.82%,20,22.42896781354051,25,30,32.430846081798315,35,40,42.46644728620819,45,3604,3203,24007
11,5711,The Cobalt Shoals,K,Craftsman's Command Materia III,T1,153013,3.90%,35.18%,11.09%,18.95%,5,7.686958736627611,10,10,12.645354307911308,15,15,17.72747224115124,20,11778,41447,99788
11,5706,The Cobalt Shoals,K,Craftsman's Cunning Materia III,T1,138437,5.28%,35.18%,15.01%,17.14%,5,7.4139509337239105,10,10,12.598342908282572,15,15,17.426717918900877,20,10924,34639,92874
11,12229,The Cobalt Shoals,K,Deep-blue Crystal,T1,102624,5.35%,35.18%,15.20%,12.71%,1,1,1,2,3.7776467118843997,5,5,7.915777796740336,10,8573,23737,70314
11,12223,The Cobalt Shoals,K,Raw Celestine,T1,171651,4.99%,35.18%,14.17%,21.25%,20,25.085212103233463,30,30,35.458626781297845,40,50,55.08856471238938,60,13484,42455,115712
11,19,The Cobalt Shoals,K,Water Cluster,T1,135714,4.09%,35.18%,11.63%,16.80%,10,12.306820311036162,15,12,14.062874161427153,17,15,17.27535158335058,20,10674,33241,91799
11,7,The Cobalt Shoals,K,Water Shard,T1,33247,4.11%,35.18%,11.67%,4.12%,50,55.554628632938645,60,55,60.53251217416213,65,60,65.67864823348694,70,3716,3491,26040
11,12924,The Cobalt Shoals,K,Balsa Wood Scrap,T2,4468,7.73%,39.67%,19.48%,20.71%,1,3.2185915492957746,5,5,7.890951276102088,10,10,12.694076038903624,15,1775,431,2262
11,5712,The Cobalt Shoals,K,Craftsman's Command Materia IV,T2,4537,8.22%,39.67%,20.71%,21.03%,2,3.4004550625711034,5,7,8.545454545454545,10,12,13.491152352179542,15,1758,462,2317
